RowKey,title,latin_title,classes,order,description,image_src,image_alt,PartitionKey,spread_note,biotop,biotopes_note,food,food_note,proportions,reproduction,attractions,projects_note,breeding,localities_title,localities_url
261,Promyka červená,Galerella sanguinea,Savci (Mammalia),Šelmy (Carnivora),"Ačkoliv její české jméno naznačuje rezavou srst, zbarvení je značně variabilní a může se pohybovat od světle rezavé až po tmavě hnědou či téměř černou. Typická je však černá špička ocasu.",,,Afrika,subsaharská Afrika,listnatý a smíšený les,"savana, okraje lesů, křovinaté oblasti",živá kořist,"hmyz, malí obratlovci","délka těla 27,5–40 cm, délka ocasu 23–33 cm, výška v kohoutku 10 cm, hmotnost 460–715 g","březost 62–70 dní, počet mláďat 1–3 (nejčastěji 2)","Na rozdíl od jiných promyk, které vedou pozemní způsob života, dokáže promyka červená také poměrně zručně šplhat, i když i ona tráví většinu dne na zemi. Způsobem života je spíše samotář a v přírodě málokdy zastihnete více než dva dospělé jedince společně. V pražské zoo ji spatříte hned vedle expozice lachtanů, což není náhoda. Lachtani a jejich příbuzní se totiž kdysi vyvinuli právě ze šelem podobných promykám, a tak naše promyky červené poskytují názorné srovnání evolučních cest přírody.    ",,Pár těchto promyk přišel v roce 2009 a v následujícím roce odchovala samice první mláďata.,Lachtani,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/expozicni-celky/1479-lachtani
262,Přímorožec beisa,Oryx (gazella) beisa,Savci (Mammalia),Sudokopytníci (Artiodactyla),"
Statná antilopa s rovnými rohy. Základní zbarvení je šedohnědé, břicho je bílé. Na bocích, na předních nohou a na hlavě jsou černé pruhy.

 
",https://zoopraha.cz/images/lexikon/primorozec_beisa.jpg,"Přímorožec beisa, foto: archiv Zoo Praha",Afrika,ve dvou poddruzích východní Afrika,travnaté území,"polopouště, suchá savana",části rostlin,"tráva, byliny, listy","délka těla 1,5–1,7 m, délka ocasu 45–50 cm, výška v kohoutku 1–1,2 m, hmotnost 115–210 kg","březost 260–300 dní, počet mláďat 1","Přímorožci jsou statné antilopy s dlouhými, přímými nebo mírně obloukovitě ohnutými rohy. Má je samec i samice a ani zbarvením se od sebe obě pohlaví neliší. Přímorožec beisa má rohy rovné, dlouhé až 1,5 m. Beisa dovede skvěle hospodařit s vodou, po určitou dobu nemusí dokonce pít. Kromě toho je schopna během horkých denních hodin zvýšit tělesnou teplotu až na 46,5 °C. Dospělí samci žijí po většinu roku samotářsky a jen v době říje se připojují ke stádům samic s mláďaty. Ta mohou mít až 40 členů a vede je obvykle nejzkušenější samice. Mláďata následují matku hned po narození.  ",,"První beisy chovala pražská zoo v letech 1960−1963. Poté nastala v chovu přestávka až do roku 2000, kdy jsme dovezli samce a tři samice z La Palmyre. Od té doby chov pokračuje nepřetržitě a do roku 2014 bylo odchováno 12 mláďat.",Africký dům,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/2363-africky-dum
263,Přímorožec šavlorohý,Oryx dammah,Savci (Mammalia),Sudokopytníci (Artiodactyla),"
Samci i samice mají rohy dlouhé více než metr a ohnuté do oblouku. Jako většina pouštních a polopouštních antilop je v dospělosti světlý, s rezavým krkem a rameny a tmavou kresbou na čele a nose. Mláďata se rodí béžová. 
 

",https://zoopraha.cz/images/lexikon-images/primorozec_savlorohy_5.jpg,Foto: archiv Zoo Praha,v přírodě nežije,"původně severní Afrika, dnes jen v rezervacích v Tunisku, Maroku a Senegalu",poušť a polopoušť,písčité i kamenité pouště a polopouště,části rostlin,"tráva, listy","délka těla 1,9–2,2 m, délka ocasu 45–80 cm, výška v kohoutku 1,1–1,2 m, hmotnost 125–205 kg","březost 240–256 dní, počet mláďat 1","Vytváří poměrně početná stáda, vedená obvykle dominantním samcem. Tyto antilopy patří k takzvanému odkládacímu typu, což znamená, že mláďata zůstávají v prvních dnech po narození nehybně stočená v  úkrytu a matka je přichází jen nakojit. Zbarvení malých přímorožců dokonale splývá s vyprahlou půdou a suchými travinami jejich domoviny. Přímorožci jsou výborně přizpůsobeni pouštnímu prostředí a zvládnou i teploty, které by jiní savci nepřežili. Jejich tělesná teplota se může během dne zvýšit až na 46 oC a v noci o deset stupňů klesnout. Krev proudící do mozku prochází spletí vlásečnic v nozdrách, kde se ochlazuje. Kromě toho dokážou výborně hospodařit s vodou, a tak vydrží několik dní bez pití.","Kdysi žil přímorožec šavlorohý v rozsáhlém areálu v pouštích a polopouštích severní Afriky, v důsledku lovu a změn životního prostředí však zůstala koncem 20. století jen malá populace v Čadu a Nigeru a od konce 80. let již přímorožci nebyli v přírodě přes opakované pokusy pozorováni. V roce 2000 byli proto IUCN prohlášeni za vyhubené v přírodě. V zoologických zahradách se jim naštěstí daří, a tak probíhají na některých místech severní Afriky projekty směřující k jejich návratu zpět do přírody.","Přímorožce chováme nepřetržitě od roku 1968, kdy přišla první tři zvířata pocházející z dánského Aalborgu.",Africký dům,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/2363-africky-dum
264,Psoun prériový,Cynomys ludovicianus,Savci (Mammalia),Hlodavci (Rodentia),"
Je zavalitý, má zakulacenou hlavu a malé okrouhlé boltce. Špička ocasu je černá. Hnědá srst má v létě konce chlupů bílé, v zimě černé.

 
",https://zoopraha.cz/images/lexikon-images/psoun_preriovy_-_0078_-_07_-fotosoutez_2013_-_Barbara_Herza.jpg,"Psoun prériový, foto: Barbara Herza",Severní Amerika,od jihozápadní Kanady po severní Mexiko,travnaté území,prérie,bezobratlí,"tráva, byliny, příležitostně hmyz","délka těla 28–33 cm, délka ocasu 7,5–10,5 cm, výška v kohoutku 8 cm, hmotnost 0,9–1,5 kg","březost 30–36 dní, počet mláďat 1–8","Jak napovídá jejich jméno, jsou psouni obyvateli travnatých severoamerických prérií, kde si budují rozsáhlá podzemní města, v nichž často žije i mnoho jiných druhů zvířat, od hadů po tchoře černonohé. Psouni jsou nesmírně společenští, a třebaže každá rodina vyhrabává svou vlastní soustavu nor, mají je vzájemně propojené. Když se skupina rozroste tak, že se již do svého obydlí nevejde, zůstanou mláďata v původních norách a zkušení starší psouni začnou osídlovat nejbližší okolí. Psouni jsou denní zvířata. V kolonii jich vždy několik hlídá, zatímco se ostatní věnují jiným činnostem, a varuje před nebezpečím hlasitým štěkavým hlasem",,"Psouny chováme od roku 2000, jen s krátkou přestávkou od konce roku 2010 do poloviny roku 2011, kdy se stěhovali z výběhů v horní části zoo do současné expozice v dolní části areálu.",Dolní část zoo,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8660-dolni-cast-arealu
265,Pštros dvouprstý,Struthio camelus,Ptáci (Aves),Pštrosi (Struthioniformes),"Samci jsou převážně černí, s bílými pery na křídlech a případně ocasu, který je u některých poddruhů béžový. Samice jsou šedohnědé. Krk a hlava jsou porostlé jen jemným prachovým peřím. Typické jsou velké oči, široký plochý zobák a silné nohy se dvěma prsty, zakončenými mohutnými drápy.",,,Afrika,dvě oddělené populace – jižní a východní a střední Afrika,poušť a polopoušť,"polopouště, savany",bezobratlí,"části rostlin, bezobratlí","Délka těla: 1,7–2,7 m, ocas 49 cm, délka těla 1,7–2,7 m, délka ocas 49 cm, délka křídla 90 cm, hmotnost 90–160 kg","počet vajec 2–11, inkubace 42–46 dní","Pštros dvouprstý je největším dnes žijícím ptákem. Nedovede sice létat, ale o to zdatnější je běžec. Vyvine rychlost až 50 km/h (tedy jako dostihový kůň) a navíc dokáže v běhu prudce měnit směr. V nohou má tak obrovskou sílu, že je schopen se kopáním ubránit i útočícím lvům nebo hyenám. Pštrosi hnízdí na zemi, ale na rozdíl od jejich australských příbuzných emuů či jihoamerických nanduů se o vejce stará nejen samec, nýbrž i samice. Do mělkého důlku snese veliká, až dvoukilová vejce několik samic. Poté na ně zasedne samec, kterého v noci vystřídá dominantní samice. Po světě je dnes pštros k vidění také na farmách, kde je chován pro maso a peří. ",,"Pštrosy chováme s různě dlouhými přestávkami od roku 1971, i když podle vyprávění pamětníků byli v zoo i v předchozím období.",Africký dům,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/2363-africky-dum
266,Puštík bělavý,Strix uralensis,Ptáci (Aves),Sovy (Strigiformes),"
Je to statná sova, která vytváří několik poddruhů. Má okrouhlý závoj a tmavé oči. Vytváří dvě barevné formy – světle šedou a tmavou, šedohnědou.

 
",https://zoopraha.cz/images/lexikon/puštík_bělavý_2.jpg,"Puštík bělavý, foto: archiv Zoo Praha",Evropa,"téměř celá Avropa, severní Asie",jehličnatý les,"husté smíšené a listnaté lesy, v zimě i otevřená krajina, parky",živá kořist,"hlavně malí savci do velikosti veverky, ptáci, obojživelníci, hmyz","délka těla 29,5–31 cm, délka ocasu 28–32,5 cm, délka křídla 27,5–41 cm, hmotnost 800–1 100 g",Samice snáší 1–6 vajec a sedí na nich 27–29 dní.,"Sovy se živí lovem živé kořisti, od hmyzu po středně velké savce. Na rozdíl od dravců polykají kořist celou, netrhají ji na kousky. proto jsou v jejich vývržcích zachované celé lebky a kosti malých obratlovců. Většina druhů včetně puštíků loví v noci. Oči sov jsou namířené dopředu a obklopené kruhovitě uspořádanými pery, která tvoří charakteristický „závoj“. Při letu se orientují nejen ostrým zrakem, ale i vynikajícím sluchem. Uši sov jsou však ukryté v hustém peří, které vytváří jakousi nálevku, jež soustřeďuje zvuky. Díky hřebínkovitým okrajům letek mohou sovy létat naprosto nehlučně. To vše pochopitelně platí i pro puštíky, střední až velké sovy s kulatou hlavou a bez chvostků, což jsou pírka na temeni hlavy, která mají třeba výři nebo kalousi. Puštík bělavý hnízdí nejčastěji v opuštěných hnízdech dravců, vysoko na stromech. Na vejcích sedí jen samice, samec ji v té době krmí.",Zoo Praha se podílí na projektu návratu puštíků bělavých zpět do šumavských lesů i do alpské přírody.,"Puštíky bělavé středoevropské našli návštěvníci v zoo již v roce 1935. Delší přestávka v chovu nastala v 50. letech a poté od konce 60. let do roku 2001. Puštíky bělavé pobaltské jsme začali chovat v roce 1990, i když jeden puštík se objevil na krátkou dobu i na přelomu 40. a 50. let. V letech 1995−2009 jsme je pravidelně rozmnožovali. Nyní chováme samce ze zmíněné první skupiny, dovezené v roce 1990, a samici, kterou jsme získali v roce 2010.",Severský les,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/expozicni-celky/5809-seversky-les
267,Puštík bradatý,Strix nebulosa lapponica,Ptáci (Aves),Sovy (Strigiformes),"Je to statná sova s nápadně dlouhými křídly, velkou hlavou, hustě proužkovaným závojem a žlutými duhovkami.",https://zoopraha.cz/images/lexikon/puštík_bradatý_2.jpg,"Puštík bradatý, foto: archiv Zoo Praha",Evropa,severní oblasti Eurasie a Severní Ameriky,jehličnatý les,"Různé typy lesů, při lovu zalétá i do otevřené krajiny.",živá kořist,"savci do velikosti zajíce (hlavně malí hlodavci), výjimečně jiní obratlovci a hmyz","délka 61–84 cm, rozpětí křídel 135–152 cm, hmotnost 0,75–1,45 kg","počet vajec 1–9, inkubace 26–36 dní",Při lovu létá nízko nad zemí nebo vyhlíží kořist ze stromu či kůlu. V době hnízdění pár brání hnízdo a zažene i medvěda.,,Tyto velké sovy chováme od roku 1987a rozmnožujeme je od roku 1995.,Severský les,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/expozicni-celky/5809-seversky-les
268,Puštík brýlatý,Pulsatrix perspicillata,Ptáci (Aves),Sovy (Strigiformes),"
Dospělý puštík má tmavé zbarvení, světlé lemy kolem žlutých očí a bílou nebo žlutavou hruď. Mláďata vypadají jako negativ rodičů – jsou převážně bílá, s tmavým obličejem.

 
",https://zoopraha.cz/images/lexikon/puštík_brýlatý_4.jpg,"Puštík brýlatý, foto: archiv Zoo Praha",Jižní Amerika,"od jižního Mexika po Argentinu, některé karibské ostrovy",tropický les,deštné lesy i plantáže v blízkosti vody,živá kořist,"hlavně myši a velký hmyz, také krabi, netopýři, vačice, žáby a menší ptáci","délka 43−46 cm, rozpětí křídel 76−91 cm, hmotnost 453−906 g","Samice snáší 1−2 vejce, na kterých sedí v průměru 36 dní.","Puštík brýlatý je velice rychlý a obratný letec. Při lovu vyhlíží kořist, bleskově ji uchvátí a odnese zpět na posed. Jindy sbírá živočichy mezi listy a na větvích. Samec se ozývá zvláštním hlasem, který připomíná klepání kladívka o suchou větev. Hlas samice je pronikavý křik. Při sezení na vejcích a péči o mláďata (obvykle přežije jen jedno) se střídají oba rodiče. ",,"Jeden samec žil v zoo v letech 1966−1969, další pak v letech 1993−2008. Poté přišel pár, který v roce 2014 vyvedl dvě mláďata.",Dolní část zoo,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8660-dolni-cast-arealu
269,Satyr Temminckův,Tragopan temminckii,Ptáci (Aves),Hrabaví (Galliformes),"Samci satyrů nemají dlouhá ocasní pera, ale mohou se pochlubit modrými výrůstky, které jim jako růžky trčí na hlavě a vysloužily jim i jméno. Kromě toho během toku nafukují rovněž modře zbarvený kožovitý lalok na krku, který se po nafouknutí rozvine přes prsa jako pestrá náprsenka. Samice je hnědá, s bílými tečkami a modrým polem kolem očí.",,,Asie,"sever jižní Asie, od severovýchodní Indie po severní Čínu",listnatý a smíšený les,horské lesy,plody,"bezobratlí, bobule, pupeny a další části rostlin","délka těla 41–45,5 cm, délka ocasu 18,5–23 cm, délka křídla 22–26 cm, hmotnost 1–1,4 kg","počet vajec 3–5, inkubace 26–28 dní","Satyrové jsou vysloveně horští ptáci vyskytující se ve výškách až 4 000 m n. m. Na rozdíl od většiny bažantů jsou převážně listožraví a oba rodiče dokonce nosí mláďatům potravu ve špičce zobáku. Hnízdo je postavené z větviček a umístěné nad zemí, někdy ve výšce až 8 m.",,"Poprvé jsme chovali satyry v letech 1956 až 1961, pak v 80. letech a novodobě od roku 2004.",Sečuán - pavilon ptáků z podhůří Himálaje,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1441-secuan-pavilon-ptaku-z-podhuri-himalaje
270,Scink šalomounský,Corucia zebrata,Plazi (Reptilia),Šupinatí (Squamata),"
Má velkou hlavu, krátké nohy a tuhé, lesklé šupiny. Svrchu je zelený, někdy tmavě skvrnitý, zespodu žlutavý. Ocas je ovíjivý.
 

",https://zoopraha.cz/images/lexikon-images/scink_salamounsky_1.jpg,"Scink šalomounský , foto: archiv Zoo Praha",Asie,Šalomounovy ostrovy,tropický les,korunové patro tropických lesů,části rostlin,listy stromů a další rostlinná potrava,"Délka 45–75 cm, z toho ocas tvoří asi 55%, hmotnost 0,5 kg.","Samice je březí 6–8 měsíců a pak rodí 1, výjimečně 2 mláďata.","Scink šalomounský se od ostatních druhů scinků liší tím, že žije ve skupinách. Je známo, že o mláďata pečují nejen rodiče, ale i jiní členové skupiny, a že se dokonce ujmou i cizího opuštěného mláděte, které se objeví v jejich teritoriu. Ocasem si pomáhají při šplhání v korunách stromů. V nebezpečí jsou schopni ocas odlomit, později jim opět doroste. Má soumračnou aktivitu.",,Tyto scinky chováme nepřetržitě od roku 1989.,Terárium,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/5814-terarium
